Round Number,Winner,Depth,Stake,Stake Density,Hash,Reward,MajorityReveal,ReserveCommitments
180493,0x526c8a754459d0f21924af26dec71a24a89bd675105b9e8dab6d2338d7d876b0,8,200000000000000000,51200000000000000000,0x0f1b64c2f668930ffa83b63080fb56a508a2003c24901c80ed79dc9a9e048981,190488502075392000,0xa8c17b1b8f47999f9206eb205ae5c62d9c873c168ce4f2706eaa6066b0d734c1,[object Object]
180494,0x6f9c6eead055f7db928fac37c42d825061b9a52fe586059f6ef6f9e384815491,8,100000000000000000,25600000000000000000,0x10a207cfbce567f0ae5877d0db6c68456807a271844c2c8cb4f882d8d1fa4189,63638933078016000,0xa8c17b1b8f47999f9206eb205ae5c62d9c873c168ce4f2706eaa6066b0d734c1,[object Object]
180498,0xce62a57b872826664ca005cdfdcdb382f57d170107c65e81fffc4a1ddc71d7b7,8,100000000000000000,25600000000000000000,0x85ed03505c0105ad6cf098df168673eebc9cf2e5936b33ef4eb81b43f3b9d3e9,64060485795840000,0xa8c17b1b8f47999f9206eb205ae5c62d9c873c168ce4f2706eaa6066b0d734c1,[object Object]
180500,0xed2224bee2c189b79e1c94c08d49e99fa6728ec5fb7280b896fd0a186aa1185c,8,100000000000000000,25600000000000000000,0x44bb941570a86337a7cf81e91c8232be6eb5d348ab8a6884a14348ba8d7a0b27,66554544783360000,0xa8c17b1b8f47999f9206eb205ae5c62d9c873c168ce4f2706eaa6066b0d734c1,[object Object]
180501,0xec557333208ddd11a6ab0f41cbe4538112517bb2aefec72d663239f7401ffac7,8,100000000000000000,25600000000000000000,0x6d6b762578a79355207cbd40bb7da12e3ff5ce83fb421f0d31f3816bc6a68775,60731022114816000,0xa8c17b1b8f47999f9206eb205ae5c62d9c873c168ce4f2706eaa6066b0d734c1,[object Object]
180502,0x91c8f6dee5d452904e40b913530ab2eeed84857380ffd636c2110228eff35a41,8,100000000000000000,25600000000000000000,0x699884ad517bbf384eb33d050aba0c8ed27c057971a9c137620ff330c79b762f,61978919829504000,0xa8c17b1b8f47999f9206eb205ae5c62d9c873c168ce4f2706eaa6066b0d734c1,[object Object]
180503,0x7969942589b385a4e9a8aef4722c212233a04538ccac2ef459b60fa28ef0690b,0,102400000000000000000,102400000000000000000,0x263ba02bd7d12c24b91ede8abc154e534dfa6fff2b3402e7c60ba0d627247a8e,63226817544192000,0xa8c17b1b8f47999f9206eb205ae5c62d9c873c168ce4f2706eaa6066b0d734c1,[object Object]
180504,0x7969942589b385a4e9a8aef4722c212233a04538ccac2ef459b60fa28ef0690b,0,25600000000000000000,25600000000000000000,0x263ba02bd7d12c24b91ede8abc154e534dfa6fff2b3402e7c60ba0d627247a8e,127701155315712000,0xa8c17b1b8f47999f9206eb205ae5c62d9c873c168ce4f2706eaa6066b0d734c1,[object Object]
180511,0xf796819694ac149e89ef6e2f7c47c735778af332d50f60872a2c0479bf7c5f40,8,100000000000000000,25600000000000000000,0x878fa4b92376abe0246b8dda5dbe2879d19214fc73171fba16243a810d86e6af,191759124529152000,0xa8c17b1b8f47999f9206eb205ae5c62d9c873c168ce4f2706eaa6066b0d734c1,[object Object]
180514,0x73710bbeaf1f9ee2b8ba8f94db1814891f7d1fc3ed8ea9466bc438628ee1a1f7,8,100000000000000000,25600000000000000000,0x89a2058a9291e7644b7954fd811cc84c58385d8094d38e2349ad46f04b21ed50,63642783449088000,0xa8c17b1b8f47999f9206eb205ae5c62d9c873c168ce4f2706eaa6066b0d734c1,[object Object]
180518,0x99cf3c80fa82815a593af12738fb2a1d8847bdf986219eed7f46c3941cb3ac69,8,100000000000000000,25600000000000000000,0xa5e3259c052487ab0790ec129a0bd87fd620da161556b90d45460e71ab51b224,63638052274176000,0xa8c17b1b8f47999f9206eb205ae5c62d9c873c168ce4f2706eaa6066b0d734c1,[object Object]
180519,0x8f4a900b2677d1741c2b7c5aef54bbf5e77c1f698f33e85820b0be4943a1ce07,8,100000000000000000,25600000000000000000,0x8f90fc8d2467703306ceb86447f2782562293dd229fe002317792f53b4933065,63222346416128000,0xa8c17b1b8f47999f9206eb205ae5c62d9c873c168ce4f2706eaa6066b0d734c1,[object Object]
180520,0x69d9f05e1c5b9524cf6ecda15d5a2165b01a9f5b1c3c6ece549f1fe072240e15,8,100000000000000000,25600000000000000000,0x9b491e50dd0eca532539292e4e3e602303f7de006f6144913aa8c92d7703d88c,62804837007360000,0xa8c17b1b8f47999f9206eb205ae5c62d9c873c168ce4f2706eaa6066b0d734c1,[object Object]
180521,0x7969942589b385a4e9a8aef4722c212233a04538ccac2ef459b60fa28ef0690b,0,51200000000000000000,51200000000000000000,0x263ba02bd7d12c24b91ede8abc154e534dfa6fff2b3402e7c60ba0d627247a8e,63640845680640000,0xa8c17b1b8f47999f9206eb205ae5c62d9c873c168ce4f2706eaa6066b0d734c1,[object Object]
180522,0x7405c9b3cbbac871c2f3710514055a90de388781a7a5f8a454ce00ea859d8cc0,8,100000000000000000,25600000000000000000,0x3b603fd5aec62be057daccc338429859d7452be78f71da7f38157a345f1ab49a,126872545394688000,0xa8c17b1b8f47999f9206eb205ae5c62d9c873c168ce4f2706eaa6066b0d734c1,[object Object]
180523,0x2c2ee37595bacb7f29969e700172b7f109085fa67d7a5d255c22a1aa8e4ceabc,8,100000000000000000,25600000000000000000,0xa734687d9a411a1182fe1fd1994841e4d0e56200a8a5a46bda81eb4a93c1a6d5,62402762637312000,0xa8c17b1b8f47999f9206eb205ae5c62d9c873c168ce4f2706eaa6066b0d734c1,[object Object]
180526,0x6437b68ae54846429ba9e512e68674b29650a2dd6289c29c57b37e54e05178ea,8,100000000000000000,25600000000000000000,0x229db56b8264f1a1c8bd9353504ee7c978a679b03c488aa4162e562368e8c5d8,61568087752704000,0xa8c17b1b8f47999f9206eb205ae5c62d9c873c168ce4f2706eaa6066b0d734c1,[object Object]
180527,0x5df0162f873e460c353211576d2c8cf3fde4f15aebb4d2a2b536664e1b598150,7,200000000000000000,25600000000000000000,0xf939e63d2b1aec057863544d1923773df188c4f1117c2d3c236fa31e22eda0d5,64482516664320000,0xa8c17b1b8f47999f9206eb205ae5c62d9c873c168ce4f2706eaa6066b0d734c1,[object Object]
